mode,run_id,stream_start_ns,revoke_sent_ns,termination_ns,latency_to_enforce_ms,risk_window_messages,post_revoke_deny,still_running_after_observe,receiver_status,receiver_body,output_lines
baseline-ext_authz,1,1774097774546329752,1774097775546432725,,,11,1,1,200,"{""published"":true,""event_id"":""ccb008259096c109d578ed5c9bec84b4"",""event_type"":""session-revoked"",""identifiers"":[""sub:verify-direct-sub-1774097769901544739"",""sid:verify-direct-sid-1774097769901544739"",""jti:verify-direct-jti-1774097769901544739""]}",17
