mode,run_id,sub,sid,jti,stream_start_ns,revoke_sent_ns,termination_ns,latency_to_enforce_ms,risk_window_messages,post_revoke_deny,still_running_after_observe,receiver_status,receiver_body,output_lines
reactive,1,reactive-smoke-sub-1-b6bcd389,reactive-smoke-sid-1-b6bcd389,reactive-smoke-jti-1-b6bcd389,1774099714023144278,1774099715023265708,1774099715307295389,284.03,1,1,0,200,"{""published"":true,""event_id"":""5767b090a61d0d0b92e4b8f9e249e985"",""event_type"":""session-revoked"",""validation_source"":""plain-json"",""identifiers"":[""sub:reactive-smoke-sub-1-b6bcd389"",""sid:reactive-smoke-sid-1-b6bcd389"",""jti:reactive-smoke-jti-1-b6bcd389""]}",8
